[12340:21056:0201/141326.048:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
4    --O                                                                       (2 = 1.6%) {60.0%}
5    -----O                                                                    (5 = 4.0%) {61.6%}
7    -------O                                                                  (7 = 5.6%) {65.6%}
9    ---O                                                                      (3 = 2.4%) {71.2%}
12   ------------O                                                             (12 = 9.6%) {73.6%}
16   -O                                                                        (1 = 0.8%) {83.2%}
21   --O                                                                       (2 = 1.6%) {84.0%}
28   --O                                                                       (2 = 1.6%) {85.6%}
37   ---O                                                                      (3 = 2.4%) {87.2%}
49   -O                                                                        (1 = 0.8%) {89.6%}
65   -----O                                                                    (5 = 4.0%) {90.4%}
86   -O                                                                        (1 = 0.8%) {94.4%}
113  --O                                                                       (2 = 1.6%) {95.2%}
149  O                                                                         (0 = 0.0%) {96.8%}
196  -O                                                                        (1 = 0.8%) {96.8%}
258  -O                                                                        (1 = 0.8%) {97.6%}
340  O                                                                         (0 = 0.0%) {98.4%}
448  --O                                                                       (2 = 1.6%) {98.4%}
590  ... 

Histogram: Security.NavigationRequestSecurityLevel recorded 21 samples, mean = 2.9 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -------------O                                                            (13 = 61.9%) {0.0%}
2  ... 
6  --------O                                                                 (8 = 38.1%) {61.9%}
7  ... 

Histogram: Security.PageEndReason.SECURE recorded 7 samples, mean = 6.6 (flags = 0x41)
0  ... 
6  -----O                                                                    (5 = 71.4%) {0.0%}
7  O                                                                         (0 = 0.0%) {71.4%}
8  --O                                                                       (2 = 28.6%) {71.4%}
9  ... 

Histogram: Security.PageEndReason.SafetyTip_None recorded 7 samples, mean = 6.6 (flags = 0x41)
0  ... 
6  -----O                                                                    (5 = 71.4%) {0.0%}
7  O                                                                         (0 = 0.0%) {71.4%}
8  --O                                                                       (2 = 28.6%) {71.4%}
9  ... 

Histogram: Security.PrivateNetworkAccess.CheckResult recorded 1806 samples, mean = 3.3 (flags = 0x41)
0   --O                                                                       (40 = 2.2%)
1   ------------------------------------------------------------------------O (1378 = 76.3%) {2.2%}
2   O                                                                         (8 = 0.4%) {78.5%}
3   ... 
12  --------------------O                                                     (380 = 21.0%) {79.0%}
13  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Security.SCTAuditing.NumPersistedReportsLoaded recorded 2 samples, mean = 0.0 (flags = 0x41)
0  --O                                                                       (2 = 100.0%)
1  ... 

Histogram: Security.SafetyTips.GetReputationStatusWithEngagedSitesTime recorded 12 samples, mean = 0.0 (flags = 0x41)
0  ------------O                                                             (12 = 100.0%)
1  ... 

Histogram: Security.SafetyTips.ReputationCheckComplete.DidFinishNavigation recorded 7 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -------O                                                                  (7 = 100.0%) {0.0%}
2  ... 

Histogram: Security.SafetyTips.ReputationCheckComplete.VisibilityChanged recorded 5 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -----O                                                                    (5 = 100.0%) {0.0%}
2  ... 

Histogram: Security.SafetyTips.SafetyTipShown recorded 12 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  ------------O                                                             (12 = 100.0%) {0.0%}
2  ... 

Histogram: Security.SafetyTips.StatusWithInitiator.CrossOrigin recorded 4 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  ----O                                                                     (4 = 100.0%) {0.0%}
2  ... 

Histogram: Security.SafetyTips.StatusWithInitiator.SameOrigin recorded 2 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  --O                                                                       (2 = 100.0%) {0.0%}
2  ... 

Histogram: Security.SafetyTips.StatusWithInitiator.Unknown recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: Security.SecurityLevel.OnCommit recorded 7 samples, mean = 3.0 (flags = 0x41)
0  ... 
3  -------O                                                                  (7 = 100.0%) {0.0%}
4  ... 

Histogram: Security.SecurityLevel.OnComplete recorded 7 samples, mean = 3.0 (flags = 0x41)
0  ... 
3  -------O                                                                  (7 = 100.0%) {0.0%}
4  ... 

Histogram: Security.SiteEngagement.SECURE recorded 7 samples, mean = 19.0 (flags = 0x41)
0   ... 
13  -O                                                                        (1 = 14.3%) {0.0%}
14  ... 
16  -O                                                                        (1 = 14.3%) {14.3%}
17  --O                                                                       (2 = 28.6%) {28.6%}
18  ... 
22  -O                                                                        (1 = 14.3%) {57.1%}
23  O                                                                         (0 = 0.0%) {71.4%}
24  --O                                                                       (2 = 28.6%) {71.4%}
25  ... 

Histogram: Security.SiteEngagement.SafetyTip_None recorded 7 samples, mean = 19.0 (flags = 0x41)
0   ... 
13  -O                                                                        (1 = 14.3%) {0.0%}
14  ... 
16  -O                                                                        (1 = 14.3%) {14.3%}
17  --O                                                                       (2 = 28.6%) {28.6%}
18  ... 
22  -O                                                                        (1 = 14.3%) {57.1%}
23  O                                                                         (0 = 0.0%) {71.4%}
24  --O                                                                       (2 = 28.6%) {71.4%}
25  ... 

Histogram: Security.TimeOnPage2.SECURE recorded 7 samples, mean = 251007.3 (flags = 0x41)
0        ... 
8704     -O                                                                        (1 = 14.3%) {0.0%}
10047    ... 
31655    -O                                                                        (1 = 14.3%) {14.3%}
36538    ... 
74859    -O                                                                        (1 = 14.3%) {28.6%}
86406    ... 
115118   -O                                                                        (1 = 14.3%) {42.9%}
132874   -O                                                                        (1 = 14.3%) {57.1%}
153369   -O                                                                        (1 = 14.3%) {71.4%}
177026   ... 
1142659  -O                                                                        (1 = 14.3%) {85.7%}
1318909  ... 

Histogram: Security.TimeOnPage2.SafetyTip_None recorded 7 samples, mean = 251007.3 (flags = 0x41)
0        ... 
8704     -O                                                                        (1 = 14.3%) {0.0%}
10047    ... 
31655    -O                                                                        (1 = 14.3%) {14.3%}
36538    ... 
74859    -O                                                                        (1 = 14.3%) {28.6%}
86406    ... 
115118   -O                                                                        (1 = 14.3%) {42.9%}
132874   -O                                                                        (1 = 14.3%) {57.1%}
153369   -O                                                                        (1 = 14.3%) {71.4%}
177026   ... 
1142659  -O                                                                        (1 = 14.3%) {85.7%}
1318909  ... 

Histogram: SegmentationPlatform.ChromeLowUserEngagement.PostProcessing.TopLabel.Computed recorded 1 samples (flags = 0x41)
1  -O                                                                        (1 = 100.0%)

Histogram: SegmentationPlatform.ClassificationRequest.TotalDuration.DeviceSwitcher recorded 1 samples, mean = 65751.0 (flags = 0x41)
0      ... 
10000  -O                                                                        (1 = 100.0%) {0.0%}

Histogram: SegmentationPlatform.ClassificationRequest.TotalDuration.WebAppInstallationPromo recorded 7 samples, mean = 0.0 (flags = 0x41)
0  -------O                                                                  (7 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.CrossDeviceUser.PostProcessing.TopLabel.Computed recorded 1 samples (flags = 0x41)
-1 -O                                                                        (1 = 100.0%)

Histogram: SegmentationPlatform.Database.StoreUkmEntry recorded 92 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (92 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.Database.UpdateUrlForUkmSource recorded 88 samples, mean = 1.9 (flags = 0x41)
0   ---------------------------------------------------------------------O    (69 = 78.4%)
1   -O                                                                        (1 = 1.1%) {78.4%}
2   ... 
6   ----O                                                                     (4 = 4.5%) {79.5%}
7   O                                                                         (0 = 0.0%) {84.1%}
8   ---O                                                                      (3 = 3.4%) {84.1%}
10  ---------O                                                                (9 = 10.2%) {87.5%}
12  --O                                                                       (2 = 2.3%) {97.7%}
14  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.FeatureCount.ChromeLowUserEngagement recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.FeatureCount.ComposePromotion recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.FeatureCount.CrossDeviceUserSegment recorded 1 samples, mean = 4.0 (flags = 0x41)
0  ... 
4  -O                                                                        (1 = 100.0%) {0.0%}
5  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.FeatureCount.DatabaseApiClients recorded 1 samples, mean = 3.0 (flags = 0x41)
0  ... 
3  -O                                                                        (1 = 100.0%) {0.0%}
4  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.FeatureCount.DeviceSwitcher recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.FeatureCount.PasswordManagerUser recorded 1 samples, mean = 7.0 (flags = 0x41)
0  ... 
7  -O                                                                        (1 = 100.0%) {0.0%}
8  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.FeatureCount.ResumeHeavyUserSegment recorded 1 samples, mean = 5.0 (flags = 0x41)
0  ... 
5  -O                                                                        (1 = 100.0%) {0.0%}
6  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.FeatureCount.SearchUser recorded 1 samples, mean = 2.0 (flags = 0x41)
0  ... 
2  -O                                                                        (1 = 100.0%) {0.0%}
3  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.FeatureCount.ShoppingUser recorded 1 samples, mean = 2.0 (flags = 0x41)
0  ... 
2  -O                                                                        (1 = 100.0%) {0.0%}
3  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.FeatureCount.UrlVisitResumptionRanker recorded 1 samples, mean = 23.0 (flags = 0x41)
0   ... 
23  -O                                                                        (1 = 100.0%) {0.0%}
26  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.Validation.Processed.ChromeLowUserEngagement recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.Validation.Processed.ComposePromotion recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.Validation.Processed.CrossDeviceUserSegment recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.Validation.Processed.DatabaseApiClients recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.Validation.Processed.DeviceSwitcher recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.Validation.Processed.PasswordManagerUser recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.Validation.Processed.ResumeHeavyUserSegment recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.Validation.Processed.SearchUser recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.Validation.Processed.ShoppingUser recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Metadata.Validation.Processed.UrlVisitResumptionRanker recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.DefaultModelDelivery.Received recorded 10 samples (flags = 0x41)
16    -O                                                                        (1 = 10.0%)
21    -O                                                                        (1 = 10.0%)
23    -O                                                                        (1 = 10.0%)
27    -O                                                                        (1 = 10.0%)
45    -O                                                                        (1 = 10.0%)
46    -O                                                                        (1 = 10.0%)
1001  -O                                                                        (1 = 10.0%)
1004  -O                                                                        (1 = 10.0%)
1007  -O                                                                        (1 = 10.0%)
1009  -O                                                                        (1 = 10.0%)

Histogram: SegmentationPlatform.DefaultModelDelivery.SaveResult.ChromeLowUserEngagement recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.DefaultModelDelivery.SaveResult.ComposePromotion recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.DefaultModelDelivery.SaveResult.CrossDeviceUserSegment recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.DefaultModelDelivery.SaveResult.DatabaseApiClients recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.DefaultModelDelivery.SaveResult.DeviceSwitcher recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.DefaultModelDelivery.SaveResult.PasswordManagerUser recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.DefaultModelDelivery.SaveResult.ResumeHeavyUserSegment recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.DefaultModelDelivery.SaveResult.SearchUser recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.DefaultModelDelivery.SaveResult.ShoppingUser recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.DefaultModelDelivery.SaveResult.UrlVisitResumptionRanker recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.DefaultModelDelivery.SegmentIdMatches.ChromeLowUserEngagement recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.DefaultModelDelivery.SegmentIdMatches.ComposePromotion recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.DefaultModelDelivery.SegmentIdMatches.CrossDeviceUserSegment recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.DefaultModelDelivery.SegmentIdMatches.DatabaseApiClients recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.DefaultModelDelivery.SegmentIdMatches.DeviceSwitcher recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.DefaultModelDelivery.SegmentIdMatches.PasswordManagerUser recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.DefaultModelDelivery.SegmentIdMatches.ResumeHeavyUserSegment recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.DefaultModelDelivery.SegmentIdMatches.SearchUser recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.DefaultModelDelivery.SegmentIdMatches.ShoppingUser recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.DefaultModelDelivery.SegmentIdMatches.UrlVisitResumptionRanker recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.DeviceSwitcher.PostProcessing.TopLabel.Computed recorded 1 samples (flags = 0x41)
7  -O                                                                        (1 = 100.0%)

Histogram: SegmentationPlatform.FeatureProcessing.Error.DeviceSwitcher recorded 1 samples, mean = 7.0 (flags = 0x41)
0  ... 
7  -O                                                                        (1 = 100.0%) {0.0%}
8  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.Init.CreationToInitializationLatency recorded 1 samples, mean = 5551.0 (flags = 0x41)
0     ... 
4955  -O                                                                        (1 = 100.0%) {0.0%}
6296  ... 

Histogram: SegmentationPlatform.Init.ModelUpdatedTimeDifferenceInDays.ChromeLowUserEngagement recorded 1 samples, mean = 42.0 (flags = 0x41)
0   ... 
42  -O                                                                        (1 = 100.0%) {0.0%}
47  ... 

Histogram: SegmentationPlatform.Init.ModelUpdatedTimeDifferenceInDays.ComposePromotion recorded 1 samples, mean = 42.0 (flags = 0x41)
0   ... 
42  -O                                                                        (1 = 100.0%) {0.0%}
47  ... 

Histogram: SegmentationPlatform.Init.ModelUpdatedTimeDifferenceInDays.CrossDeviceUserSegment recorded 1 samples, mean = 42.0 (flags = 0x41)
0   ... 
42  -O                                                                        (1 = 100.0%) {0.0%}
47  ... 

Histogram: SegmentationPlatform.Init.ModelUpdatedTimeDifferenceInDays.DatabaseApiClients recorded 1 samples, mean = 42.0 (flags = 0x41)
0   ... 
42  -O                                                                        (1 = 100.0%) {0.0%}
47  ... 

Histogram: SegmentationPlatform.Init.ModelUpdatedTimeDifferenceInDays.DeviceSwitcher recorded 1 samples, mean = 42.0 (flags = 0x41)
0   ... 
42  -O                                                                        (1 = 100.0%) {0.0%}
47  ... 

Histogram: SegmentationPlatform.Init.ModelUpdatedTimeDifferenceInDays.PasswordManagerUser recorded 1 samples, mean = 42.0 (flags = 0x41)
0   ... 
42  -O                                                                        (1 = 100.0%) {0.0%}
47  ... 

Histogram: SegmentationPlatform.Init.ModelUpdatedTimeDifferenceInDays.ResumeHeavyUserSegment recorded 1 samples, mean = 42.0 (flags = 0x41)
0   ... 
42  -O                                                                        (1 = 100.0%) {0.0%}
47  ... 

Histogram: SegmentationPlatform.Init.ModelUpdatedTimeDifferenceInDays.SearchUser recorded 1 samples, mean = 42.0 (flags = 0x41)
0   ... 
42  -O                                                                        (1 = 100.0%) {0.0%}
47  ... 

Histogram: SegmentationPlatform.Init.ModelUpdatedTimeDifferenceInDays.ShoppingUser recorded 1 samples, mean = 42.0 (flags = 0x41)
0   ... 
42  -O                                                                        (1 = 100.0%) {0.0%}
47  ... 

Histogram: SegmentationPlatform.Init.ModelUpdatedTimeDifferenceInDays.UrlVisitResumptionRanker recorded 1 samples, mean = 42.0 (flags = 0x41)
0   ... 
42  -O                                                                        (1 = 100.0%) {0.0%}
47  ... 

Histogram: SegmentationPlatform.Init.ProcessCreationToServiceCreationLatency recorded 1 samples, mean = 154482288.0 (flags = 0x41)
0       ... 
180000  -O                                                                        (1 = 100.0%) {0.0%}

Histogram: SegmentationPlatform.Maintenance.CleanupSignalSuccessCount recorded 1 samples, mean = 20.0 (flags = 0x41)
0   ... 
20  -O                                                                        (1 = 100.0%) {0.0%}
23  ... 

Histogram: SegmentationPlatform.Maintenance.CompactionResult.HistogramEnum recorded 7 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -------O                                                                  (7 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.Maintenance.CompactionResult.HistogramValue recorded 6 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  ------O                                                                   (6 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.Maintenance.CompactionResult.UserAction recorded 7 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -------O                                                                  (7 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.Maintenance.SignalIdentifierCount recorded 1 samples, mean = 20.0 (flags = 0x41)
0   ... 
20  -O                                                                        (1 = 100.0%) {0.0%}
23  ... 

Histogram: SegmentationPlatform.ModelAvailability.ChromeLowUserEngagement recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.ModelAvailability.ComposePromotion recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.ModelAvailability.DeviceSwitcher recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.ModelAvailability.SearchUser recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.ModelAvailability.ShoppingUser recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.ModelAvailability.UrlVisitResumptionRanker recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.ModelAvailability.WebAppInstallationPromo recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.ModelExecution.DefaultProvider.Status.DeviceSwitcher recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.ModelExecution.Duration.Model.DeviceSwitcher.Success recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.ModelExecution.Duration.Total.DeviceSwitcher.Success recorded 1 samples, mean = 60000.0 (flags = 0x41)
0      ... 
10000  -O                                                                        (1 = 100.0%) {0.0%}

Histogram: SegmentationPlatform.ModelExecution.Result.0.DeviceSwitcher recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.ModelExecution.Result.1.DeviceSwitcher recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.ModelExecution.Result.2.DeviceSwitcher recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.ModelExecution.Result.3.DeviceSwitcher recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.ModelExecution.Result.4.DeviceSwitcher recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.ModelExecution.Result.5.DeviceSwitcher recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.ModelExecution.Result.6.DeviceSwitcher recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: SegmentationPlatform.ModelExecution.Result.7.DeviceSwitcher recorded 1 samples, mean = 100.0 (flags = 0x41)
0    ... 
100  -O                                                                        (1 = 100.0%) {0.0%}
101  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.ModelExecution.ZeroValuePercent.DeviceSwitcher recorded 1 samples, mean = 90.0 (flags = 0x41)
0   ... 
90  -O                                                                        (1 = 100.0%) {0.0%}
91  ... 

Histogram: SegmentationPlatform.PasswordManagerUser.PostProcessing.TopLabel.Computed recorded 1 samples (flags = 0x41)
0  -O                                                                        (1 = 100.0%)

Histogram: SegmentationPlatform.ResumeHeavyUser.PostProcessing.TopLabel.Computed recorded 1 samples (flags = 0x41)
0  -O                                                                        (1 = 100.0%)

Histogram: SegmentationPlatform.SearchUser.PostProcessing.TopLabel.Computed recorded 1 samples (flags = 0x41)
-1 -O                                                                        (1 = 100.0%)

Histogram: SegmentationPlatform.SegmentInfoDatabase.ProtoDBUpdateResult.ChromeLowUserEngagement recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.SegmentInfoDatabase.ProtoDBUpdateResult.ComposePromotion recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.SegmentInfoDatabase.ProtoDBUpdateResult.CrossDeviceUserSegment recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.SegmentInfoDatabase.ProtoDBUpdateResult.DatabaseApiClients recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.SegmentInfoDatabase.ProtoDBUpdateResult.DeviceSwitcher recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
